timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-15T11:00:15,codecarbon,92fb0ba7-3643-46d1-9114-f8113ac6247f,1811.4674909114838,0.011086032579886301,6.119918041867864e-06,42.5,0.0,6.0,0.02137975950737794,0,0.0030179650958379123,0.024397724603215848,United States,USA,georgia,,,macOS-10.16-x86_64-i386-64bit,3.11.7,2.3.4,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,,,-84.4653,33.8743,16.0,machine,N,1.0
